Epoch,Type,Total Fault Intensity,Landing Velocity
1,ML,0.12,5.3420737718239035
100,ML,0.12,1.2124372884667358
500,ML,0.12,0.6859057333446572
1200,ML,0.12,0.6875403796736564
2000,ML,0.12,0.5826843351970805
0,Optimization,0.12,1.1714740421776793
1,ML,0.12,1.4049697654608824
100,ML,0.12,0.6446106271807875
500,ML,0.12,0.7569856347919661
1200,ML,0.12,0.6441580960464564
2000,ML,0.12,0.43054917609524473
0,Optimization,0.12,0.9592702880977232
1,ML,0.12,1.2343673978849006
100,ML,0.12,2.1110726541439737
500,ML,0.12,1.2012353368048423
1200,ML,0.12,0.5264149990983268
2000,ML,0.12,0.3769336455979436
0,Optimization,0.12,0.7127544790959675
1,ML,0.12,3.0543517104287226
100,ML,0.12,1.0356649609830657
500,ML,0.12,0.6966464770417353
1200,ML,0.12,0.8561331519782438
2000,ML,0.12,0.5242304392334123
0,Optimization,0.12,0.6205763660686204
1,ML,0.12,7.997133105897392
100,ML,0.12,1.947527229442867
500,ML,0.12,0.6384120824805407
1200,ML,0.12,0.5074087093431376
2000,ML,0.12,0.47984168723958776
0,Optimization,0.12,0.7775774099423163
1,ML,0.12,6.303144357838377
100,ML,0.12,0.7345402018810947
500,ML,0.12,0.6104304451884717
1200,ML,0.12,0.4827200543704507
2000,ML,0.12,0.40972768837295215
0,Optimization,0.14,0.6926867284173865
1,ML,0.14,3.712092042252367
100,ML,0.14,2.4216297283496386
500,ML,0.14,1.754588289727875
1200,ML,0.14,0.6473313449207434
2000,ML,0.14,0.4939540206811331
0,Optimization,0.14,0.701352072067979
1,ML,0.14,5.355278444240806
100,ML,0.14,1.4191404228046902
500,ML,0.14,1.045188408628997
1200,ML,0.14,0.6652187170189107
2000,ML,0.14,0.6987973188218466
0,Optimization,0.14,1.0299335116120905
1,ML,0.14,9.593089954416762
100,ML,0.14,1.6145248809417168
500,ML,0.14,1.1246672077729667
1200,ML,0.14,0.5551754997214372
2000,ML,0.14,0.30431723767546925
0,Optimization,0.14,0.7789754163160278
1,ML,0.14,9.390796146248523
100,ML,0.14,3.186461278304545
500,ML,0.14,1.4388800958354957
1200,ML,0.14,0.5016558257932646
2000,ML,0.14,0.45721704377531974
0,Optimization,0.14,0.8608930930453816
1,ML,0.14,10.130649791030692
100,ML,0.14,0.8100335158846041
500,ML,0.14,1.2250889835568386
1200,ML,0.14,0.879310219753037
2000,ML,0.14,0.5362730149324093
0,Optimization,0.14,0.9766168007356592
1,ML,0.14,2.5145671828552087
100,ML,0.14,1.6951225965611565
500,ML,0.14,0.9280870578907403
1200,ML,0.14,1.4210630502237085
2000,ML,0.14,0.5521271678764351
0,Optimization,0.14,0.9299745556305989
1,ML,0.14,5.76720864971629
100,ML,0.14,0.8502126567018587
500,ML,0.14,1.0430233196943353
1200,ML,0.14,0.5343312209512907
2000,ML,0.14,0.5246251081581842
0,Optimization,0.14,0.8620829468284863
1,ML,0.14,4.170822889694321
100,ML,0.14,1.535074580222659
500,ML,0.14,0.7201997792406123
1200,ML,0.14,0.5911447669700665
2000,ML,0.14,0.488683402446042
0,Optimization,0.14,1.0183732796570202
1,ML,0.14,9.764948258260883
100,ML,0.14,0.6803417118016316
500,ML,0.14,0.6552371015732058
1200,ML,0.14,0.8400138860225286
2000,ML,0.14,0.366304794185614
0,Optimization,0.16,0.8439942443254925
1,ML,0.16,3.552323588271401
100,ML,0.16,0.9461670186584514
500,ML,0.16,1.1535490211738875
1200,ML,0.16,0.4992717379805547
2000,ML,0.16,0.5609159320535896
0,Optimization,0.16,0.9133681678633461
1,ML,0.16,2.4897603910347943
100,ML,0.16,1.241145426386123
500,ML,0.16,1.396948134426337
1200,ML,0.16,0.5305207126534691
2000,ML,0.16,0.647014051591965
0,Optimization,0.16,0.9501880751443974
1,ML,0.16,3.84826472067742
100,ML,0.16,0.8754814265056521
500,ML,0.16,1.1047969009732577
1200,ML,0.16,0.9625210594687541
2000,ML,0.16,0.7425609509674569
0,Optimization,0.16,0.7854054806406362
1,ML,0.16,6.697374202378767
100,ML,0.16,1.575137170568914
500,ML,0.16,0.7806685364794639
1200,ML,0.16,0.7189449261775958
2000,ML,0.16,0.4890115518707208
0,Optimization,0.16,0.8956238549055328
1,ML,0.16,2.811432867130633
100,ML,0.16,0.968785325607834
500,ML,0.16,1.381549342621092
1200,ML,0.16,0.5567135158874332
2000,ML,0.16,0.5518563999237487
0,Optimization,0.16,1.3953139348732078
1,ML,0.16,1.869854402547281
100,ML,0.16,1.467146941518025
500,ML,0.16,0.6333931189294892
1200,ML,0.16,0.5423266020876193
2000,ML,0.16,0.49474999318513674
0,Optimization,0.16,0.9625925816282039
1,ML,0.16,3.2616978484683585
100,ML,0.16,1.0529521223086602
500,ML,0.16,0.7313908534588545
1200,ML,0.16,0.5708915268094575
2000,ML,0.16,0.47415773703103203
0,Optimization,0.16,1.430252629733376
1,ML,0.16,3.1883073767824985
100,ML,0.16,1.3937870673689712
500,ML,0.16,2.77609687540935
1200,ML,0.16,0.5067738683592636
2000,ML,0.16,0.4725293269468151
0,Optimization,0.16,1.3607177893487876
1,ML,0.16,4.630410378056491
100,ML,0.16,0.7443754518607859
500,ML,0.16,1.2870677525937821
1200,ML,0.16,0.5428434235438001
2000,ML,0.16,0.3998732005391722
0,Optimization,0.18,1.638209389835338
1,ML,0.18,2.679215382415222
100,ML,0.18,1.0284443752054586
500,ML,0.18,0.9013238410536653
1200,ML,0.18,0.7068375779076811
2000,ML,0.18,0.49334004946794285
0,Optimization,0.18,1.1903781350513125
1,ML,0.18,10.978694482369594
100,ML,0.18,3.931508609845319
500,ML,0.18,2.4169016395465555
1200,ML,0.18,0.6422716359958474
2000,ML,0.18,0.4916377439932027
0,Optimization,0.18,0.8527659119293329
1,ML,0.18,4.602450689572797
100,ML,0.18,2.2218831137998145
500,ML,0.18,0.9362621264110094
1200,ML,0.18,0.5392721587268529
2000,ML,0.18,0.44350907695984937
0,Optimization,0.18,1.4385151731110741
1,ML,0.18,4.526680703440988
100,ML,0.18,2.135445123025495
500,ML,0.18,0.6813702675479134
1200,ML,0.18,0.587506692413381
2000,ML,0.18,0.6019453512546526
0,Optimization,0.18,0.9665989343053936
1,ML,0.18,8.086014485637143
100,ML,0.18,2.8239995209538122
500,ML,0.18,1.8967729078124784
1200,ML,0.18,0.5923682581910201
2000,ML,0.18,0.6185186108207462
0,Optimization,0.18,2.278774493934849
1,ML,0.18,7.18414432583908
100,ML,0.18,1.431823865125051
500,ML,0.18,1.6522003641342569
1200,ML,0.18,1.248853682488375
2000,ML,0.18,0.4897645047898129
0,Optimization,0.18,1.105601981585673
1,ML,0.18,6.448015616839493
100,ML,0.18,0.8698787061265775
500,ML,0.18,0.7419987150691238
1200,ML,0.18,1.2370464515607666
2000,ML,0.18,0.4430420614647407
0,Optimization,0.18,0.9633182751328953
1,ML,0.18,2.462031793176966
100,ML,0.18,1.0214371703458498
500,ML,0.18,1.5988097448959016
1200,ML,0.18,0.6993243315390658
2000,ML,0.18,0.44279157255509116
0,Optimization,0.18,1.1172809962879588
1,ML,0.18,2.127251910946789
100,ML,0.18,1.2956085161897601
500,ML,0.18,0.8270515783082528
1200,ML,0.18,0.9379513225460399
2000,ML,0.18,0.49597838921445
0,Optimization,0.2,1.0124791042929875
1,ML,0.2,6.574986384682546
100,ML,0.2,3.03178017557502
500,ML,0.2,1.158534725784485
1200,ML,0.2,0.6102476549216399
2000,ML,0.2,0.3587261889534781
0,Optimization,0.2,1.8931982257757358
1,ML,0.2,9.713022052918864
100,ML,0.2,0.8699009820265126
500,ML,0.2,1.1484607111504403
1200,ML,0.2,0.6550894228138773
2000,ML,0.2,0.4696214869491851
0,Optimization,0.2,1.5699150346983175
1,ML,0.2,3.703313331644306
100,ML,0.2,1.0045936360009635
500,ML,0.2,1.2725239945862854
1200,ML,0.2,0.5553048504921081
2000,ML,0.2,0.48340314234782344
0,Optimization,0.2,1.1040598244515198
1,ML,0.2,7.8998693146148025
100,ML,0.2,0.9284857089540433
500,ML,0.2,1.04931943935962
1200,ML,0.2,0.5696491384151724
2000,ML,0.2,0.4682785112748123
0,Optimization,0.2,1.414569219725987
1,ML,0.2,9.762575536316415
100,ML,0.2,1.9568340028661781
500,ML,0.2,1.1867774939509785
1200,ML,0.2,0.5425375585997241
2000,ML,0.2,0.3299258273067426
0,Optimization,0.2,2.283914869813728
1,ML,0.2,3.863927722478702
100,ML,0.2,1.3904266089994965
500,ML,0.2,0.607801868572029
1200,ML,0.2,0.7064113676262127
2000,ML,0.2,0.46769695057484456
0,Optimization,0.2,1.2803623952477698
1,ML,0.2,10.519197747617481
100,ML,0.2,2.084078478754119
500,ML,0.2,0.5855927749950545
1200,ML,0.2,0.7492185002289597
2000,ML,0.2,0.4512255564551949
0,Optimization,0.2,1.1404920026175343
1,ML,0.2,2.924393601535442
100,ML,0.2,0.8597317696521984
500,ML,0.2,0.7174141827223767
1200,ML,0.2,0.6312067772596407
2000,ML,0.2,0.5136209651685756
0,Optimization,0.2,2.121100649644305
1,ML,0.2,9.207715522481681
100,ML,0.2,2.026499198728458
500,ML,0.2,0.8340985403550841
1200,ML,0.2,1.4046280908283553
2000,ML,0.2,0.5023542236598282
0,Optimization,0.22,1.4406444475417282
1,ML,0.22,2.7773773357574156
100,ML,0.22,2.0666972590478823
500,ML,0.22,0.973505721688907
1200,ML,0.22,0.8084300283049961
2000,ML,0.22,0.45926548387870186
0,Optimization,0.22,1.928242378524113
1,ML,0.22,3.5233304309646636
100,ML,0.22,1.8459914873403864
500,ML,0.22,0.9733570266979121
1200,ML,0.22,0.5599225552077624
2000,ML,0.22,0.5398834940275805
0,Optimization,0.22,1.8826590275628576
1,ML,0.22,7.783694119680172
100,ML,0.22,1.7951509327723922
500,ML,0.22,0.7025129270118566
1200,ML,0.22,0.6785555900053672
2000,ML,0.22,0.6313026384873057
0,Optimization,0.22,1.5177693919347552
1,ML,0.22,5.873189692880749
100,ML,0.22,2.655331595914193
500,ML,0.22,0.9635694945076162
1200,ML,0.22,0.6816276120526629
2000,ML,0.22,0.5817037201888232
0,Optimization,0.22,1.778421983923249
1,ML,0.22,2.327815491725583
100,ML,0.22,3.0930131611123146
500,ML,0.22,1.0504545478069742
1200,ML,0.22,0.5590949167022545
2000,ML,0.22,0.6880421761366884
0,Optimization,0.22,2.41040599721674
1,ML,0.22,4.296360250329509
100,ML,0.22,1.158199411910871
500,ML,0.22,1.797789941916637
1200,ML,0.22,0.741337256553408
2000,ML,0.22,0.5815871870014961
0,Optimization,0.22,3.085602981745385
1,ML,0.22,2.3143189245478886
100,ML,0.22,1.8286327683059356
500,ML,0.22,1.2235159347078826
1200,ML,0.22,1.0544282323422527
2000,ML,0.22,0.4006733136906295
0,Optimization,0.22,1.5841589595606558
1,ML,0.22,4.8306456122960935
100,ML,0.22,2.6555133815076513
500,ML,0.22,0.7045127199044842
1200,ML,0.22,0.7167597796297939
2000,ML,0.22,0.5668355636660778
0,Optimization,0.22,1.2754548685390061
1,ML,0.22,9.631783453982639
100,ML,0.22,1.8318213123844131
500,ML,0.22,2.1029399020071367
1200,ML,0.22,0.9639824963018113
2000,ML,0.22,0.5554920506688013
0,Optimization,0.24,1.6304821025385436
1,ML,0.24,4.053706048002584
100,ML,0.24,0.8807569366898026
500,ML,0.24,0.9923181309977305
1200,ML,0.24,0.96132635843059
2000,ML,0.24,0.6476357511530773
0,Optimization,0.24,1.6938767985154715
1,ML,0.24,4.0268220028871
100,ML,0.24,1.594702641546257
500,ML,0.24,0.8097688749871377
1200,ML,0.24,0.6541018977554791
2000,ML,0.24,0.31256157428747
0,Optimization,0.24,1.6760151225741757
1,ML,0.24,7.220066176394732
100,ML,0.24,2.5791249147714606
500,ML,0.24,0.9197364209796572
1200,ML,0.24,0.8302700730193293
2000,ML,0.24,0.4988051009702094
0,Optimization,0.24,2.310461920558226
1,ML,0.24,4.824763473006981
100,ML,0.24,1.819873797588334
500,ML,0.24,0.9302721408154515
1200,ML,0.24,0.6884758897024849
2000,ML,0.24,0.7243679055404015
0,Optimization,0.24,2.145801313011575
1,ML,0.24,10.207895116619163
100,ML,0.24,1.1684754881799746
500,ML,0.24,0.9432331730813459
1200,ML,0.24,0.6647838307794696
2000,ML,0.24,0.6775143842037353
0,Optimization,0.24,3.3858663563713787
1,ML,0.24,3.4413682183129253
100,ML,0.24,2.86877925582185
500,ML,0.24,0.9741936793966179
1200,ML,0.24,0.9097581302056144
2000,ML,0.24,0.36028625877103326
0,Optimization,0.24,1.4648292105064586
1,ML,0.24,5.57727966187784
100,ML,0.24,1.008253607532768
500,ML,0.24,1.8147119896010928
1200,ML,0.24,0.8173077194570181
2000,ML,0.24,0.5296523631137063
0,Optimization,0.24,1.5725542854583057
1,ML,0.24,6.414135758357548
100,ML,0.24,1.7051424224862841
500,ML,0.24,0.684786997892574
1200,ML,0.24,0.7387699489383014
2000,ML,0.24,0.5182448515750875
0,Optimization,0.24,2.517277181008227
1,ML,0.24,2.835637346076873
100,ML,0.24,1.2995212290697555
500,ML,0.24,0.75886629821512
1200,ML,0.24,0.603827464463053
2000,ML,0.24,0.35605385052102667
0,Optimization,0.26,1.7115757166552554
1,ML,0.26,4.372593451052641
100,ML,0.26,2.298658832286618
500,ML,0.26,0.645092376216193
1200,ML,0.26,0.9558106350016171
2000,ML,0.26,0.534616996546106
0,Optimization,0.26,2.344774378636074
1,ML,0.26,4.2198066880963925
100,ML,0.26,1.0351349790160282
500,ML,0.26,0.9455470141791797
1200,ML,0.26,0.6517765491830396
2000,ML,0.26,0.24702414680026252
0,Optimization,0.26,2.8547966485669933
1,ML,0.26,8.519964495157193
100,ML,0.26,3.373480066567415
500,ML,0.26,1.345746342599719
1200,ML,0.26,0.6658902263645242
2000,ML,0.26,0.8128656262275579
0,Optimization,0.26,2.2864179521918424
1,ML,0.26,20.56162138479384
100,ML,0.26,1.11383998603042
500,ML,0.26,0.6748898593801173
1200,ML,0.26,1.1302381730982571
2000,ML,0.26,0.5612420182902984
0,Optimization,0.26,1.9146415828467978
1,ML,0.26,4.5828653549374465
100,ML,0.26,1.1216082610714817
500,ML,0.26,0.7592821854615686
1200,ML,0.26,0.6816696555510483
2000,ML,0.26,0.5056284856503369
0,Optimization,0.26,1.7846283048919558
1,ML,0.26,3.251691606023699
100,ML,0.26,0.9356857491801467
500,ML,0.26,1.0603120029755895
1200,ML,0.26,0.5750370395277993
2000,ML,0.26,0.7889654782239757
0,Optimization,0.26,1.9114440926471636
1,ML,0.26,5.182131021528056
100,ML,0.26,1.435062420133332
500,ML,0.26,0.8166052716844605
1200,ML,0.26,0.6042759075866536
2000,ML,0.26,0.6091839979342429
0,Optimization,0.26,3.2691990098682497
1,ML,0.26,14.77964690566514
100,ML,0.26,2.2635154826107553
500,ML,0.26,0.981215658059331
1200,ML,0.26,0.8932972560025098
2000,ML,0.26,0.6326900846955155
0,Optimization,0.26,3.7387328157272854
1,ML,0.26,4.2792104742508865
100,ML,0.26,0.9020880952278365
500,ML,0.26,1.118511604842652
1200,ML,0.26,0.5696368902415689
2000,ML,0.26,0.37873313016252685
